2022-05-25 18:05:569 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-27 19:05:467 INFO  SignInPage :77 - clicking On 'SIGNIN' button : [[ChromeDriver: chrome on WINDOWS (dfb7b48ac7be8415055ec9aed0fa0cfc)] -> xpath: //span[normalize-space()='Sign in']]
2022-05-27 21:05:737 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-27 21:05:110 INFO  HomePage :60 - clicking On 'SIGNIN' link : [[ChromeDriver: chrome on WINDOWS (cb2fd9b226bba4b3a1b4a03a8e58ddbd)] -> xpath: //a[@title='Log in to your customer account']]
2022-05-27 21:05:08 INFO  SignInPage :57 - enter the 'EMAIL ADDRESS' for login :wuMjohn@gmail.com to email address field
2022-05-27 21:05:114 INFO  SignInPage :62 - enter the 'PASSWORD' for login :1234567 to password address field
2022-05-27 21:05:213 INFO  SignInPage :77 - clicking On 'SIGNIN' button : [[ChromeDriver: chrome on WINDOWS (cb2fd9b226bba4b3a1b4a03a8e58ddbd)] -> xpath: //span[normalize-space()='Sign in']]
2022-05-27 21:05:818 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-27 21:05:467 INFO  HomePage :60 - clicking On 'SIGNIN' link : [[ChromeDriver: chrome on WINDOWS (2cceb428c5c005358f4420a041ebc55d)] -> xpath: //a[@title='Log in to your customer account']]
2022-05-27 21:05:753 INFO  SignInPage :57 - enter the 'EMAIL ADDRESS' for login :wuMjohn@gmail.com to email address field
2022-05-27 21:05:862 INFO  SignInPage :62 - enter the 'PASSWORD' for login :1234567 to password address field
2022-05-27 21:05:953 INFO  SignInPage :77 - clicking On 'SIGNIN' button : [[ChromeDriver: chrome on WINDOWS (2cceb428c5c005358f4420a041ebc55d)] -> xpath: //span[normalize-space()='Sign in']]
2022-05-27 21:05:851 INFO  ProductPage :85 - get model name' : demo_3
2022-05-27 21:05:883 INFO  ProductPage :51 - select 'SIZE' from drop down : 2
2022-05-27 21:05:787 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-27 21:05:169 INFO  HomePage :60 - clicking On 'SIGNIN' link : [[ChromeDriver: chrome on WINDOWS (a054775266b2f771ac8e751e79b39c5e)] -> xpath: //a[@title='Log in to your customer account']]
2022-05-27 21:05:182 INFO  SignInPage :57 - enter the 'EMAIL ADDRESS' for login :wuMjohn@gmail.com to email address field
2022-05-27 21:05:292 INFO  SignInPage :62 - enter the 'PASSWORD' for login :1234567 to password address field
2022-05-27 21:05:387 INFO  SignInPage :77 - clicking On 'SIGNIN' button : [[ChromeDriver: chrome on WINDOWS (a054775266b2f771ac8e751e79b39c5e)] -> xpath: //span[normalize-space()='Sign in']]
2022-05-27 21:05:605 INFO  ProductPage :85 - get model name' : demo_3
2022-05-27 21:05:637 INFO  ProductPage :44 - enter the 'QUANTITY' : 2
2022-05-27 21:05:485 INFO  ProductPage :85 - get model name' : demo_1
2022-05-27 21:05:520 INFO  ProductPage :44 - enter the 'QUANTITY' : 3
